ACC_ID,LONGITUDE,LATITUDE,CRASH_DATE,CRASH_TIME,ACCIDENT_TYPE,SEVERITY,EVENT_NATURE,EVENT_TYPE,TOTAL_BIKE_INVOLVED,TOTAL_TRUCK_INVOLVED,TOTAL_HEAVY_TRUCK_INVOLVED,TOTAL_MOTOR_CYCLE_INVOLVED,TOTAL_OTHER_VEHICLES_INVOLVED,TOTAL_PEDESTRIANS_INVOLVED,REGION
9243895,115.85838700000001,-31.958637,2016,1445.0,Intersection,PDO Major,Rear End,,0,0,0,0,4,1,Metro
9254506,115.857757,-31.955056,2016,1438.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9254512,115.759056,-32.005137,2016,958.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9254539,115.749476,-32.056813,2016,1800.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,1,0,0,0,0,1,Metro
9254609,115.88341899999999,-31.905438,2016,810.0,Midblock,PDO Major,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9254707,115.79308200000001,-31.828740000000003,2016,900.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9268201,115.86521699999999,-31.919826,2016,1020.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9268264,115.341604,-33.653259999999996,2016,1337.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Southern
9268363,115.37636499999999,-33.637685,2016,1625.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Southern
9268454,115.87773,-31.859576,2016,1100.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9268637,114.631274,-28.738577000000003,2016,,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Northern
9268647,118.61573200000001,-20.40983,2016,,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Northern
9254894,115.848451,-31.950781,2016,1050.0,Intersection,PDO Major,Right Angle,,0,0,0,0,2,1,Metro
9255011,115.864893,-31.953516999999998,2016,855.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9268816,115.77579899999999,-32.092917,2016,1642.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9269052,115.947368,-31.903732,2016,,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9269269,115.979431,-33.816318,2016,100.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,1,0,1,Southern
9269312,115.86165700000001,-31.86867,2016,,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9234397,115.665479,-31.58192,2016,300.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9255615,115.941915,-31.931649,2016,1245.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9255853,115.901025,-31.961570000000002,2016,1000.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9256174,115.915526,-31.974565000000002,2016,1430.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9256247,115.861935,-31.949033,2016,1215.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,1,0,0,0,1,Metro
9265126,115.80833600000001,-32.119065,2016,1025.0,Midblock,PDO Minor,,,0,0,0,0,1,1,Metro
9236299,115.965819,-32.031794,2016,1820.0,Midblock,PDO Minor,,,0,0,0,0,1,1,Metro
9256929,115.855227,-31.842026,2016,930.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9237537,116.019921,-32.214428999999996,2016,1910.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9257851,115.75304299999999,-31.836558,2016,257.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9267354,115.79071299999998,-31.882487,2016,1158.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9238336,115.82791599999999,-31.877538,2016,900.0,Midblock,PDO Minor,Right Angle,,0,0,0,0,1,1,Metro
9267536,115.78891000000002,-32.035267,2016,2030.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9267607,115.98368400000001,-32.134984,2016,2000.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9268017,122.243174,-17.924239,2016,2048.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Northern
9238826,115.78023300000001,-31.983296000000003,2016,1430.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9239048,118.57632199999999,-20.310615,2016,1115.0,Midblock,Medical,,Entering / Leaving Driveway,0,0,0,0,1,1,Northern
9208350,128.197447,-16.584364,2016,1845.0,Midblock,Fatal,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Northern
9208399,115.71508899999999,-32.304618,2016,1630.0,Midblock,Hospital,Rear End,Involving Parking,0,0,0,0,3,2,Metro
9225159,115.745526,-32.059084999999996,2016,1645.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9225166,115.875881,-31.940198,2016,1400.0,Intersection,PDO Minor,Rear End,Involving Pedestrian,0,0,0,0,2,1,Metro
9229853,115.83601599999999,-31.940720000000002,2016,1835.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9239871,115.859748,-31.955757000000002,2016,855.0,Intersection,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9250133,115.76698300000001,-31.780001000000002,2016,218.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9260629,115.84306000000001,-31.812059,2016,1515.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9230260,115.78248700000002,-31.981395000000003,2016,1030.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9230449,115.877155,-31.820997,2016,1400.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,1,0,0,0,1,Metro
9230477,114.17297099999999,-27.712187,2016,1000.0,Midblock,PDO Minor,Right Turn Thru,Entering / Leaving Driveway,0,0,0,0,1,1,Northern
9240452,117.355369,-34.960802,2016,1010.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Southern
9240756,115.867378,-32.056609,2016,1655.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9240818,115.874132,-31.933093,2016,2000.0,Midblock,PDO Minor,Hit Pedestrian,Involving Parking,0,0,0,0,1,1,Metro
9250767,115.72119599999999,-32.533049,2016,950.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9250849,115.892553,-31.839192999999998,2016,1507.0,Midblock,PDO Major,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9250924,115.908048,-31.990368,2016,1028.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9251120,115.844374,-31.95405,2016,740.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9251323,115.87136100000001,-31.884241999999997,2016,950.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9261130,115.79841699999999,-31.902749,2016,1630.0,Intersection,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9261288,115.95224099999999,-31.999743,2016,2005.0,Intersection,PDO Major,Right Angle,,0,0,0,0,2,1,Metro
9240978,115.795914,-31.842701,2016,2055.0,Midblock,Hospital,Non Collision,,0,0,0,0,1,1,Metro
9251410,122.237886,-17.947701000000002,2016,1635.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,1,0,0,1,Northern
9251804,115.876051,-31.982296,2016,954.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9251883,115.88111799999999,-32.625170000000004,2016,945.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,1,0,0,1,Metro
9251908,115.79912900000001,-31.945306,2016,754.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9251922,115.78786000000001,-32.09959,2016,1515.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9251937,115.744207,-32.321812,2016,1509.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,1,0,1,Metro
9291548,115.753634,-32.297754,2016,1435.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9291588,115.865748,-32.140338,2016,825.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9272479,115.947368,-31.903732,2016,1130.0,Intersection,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9273209,115.8702,-31.855597999999997,2016,1923.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9273491,115.887735,-31.871799,2016,1730.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9282985,115.96418600000001,-31.772890999999998,2016,830.0,Intersection,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9283007,115.819151,-32.328683000000005,2016,1340.0,Intersection,PDO Minor,Hit Animal,Involving Animal,0,0,0,0,1,1,Metro
9273526,115.852953,-32.257684000000005,2016,1525.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,2,1,Metro
9283807,115.814098,-32.258814,2016,820.0,Midblock,PDO Major,Rear End,Involving Pedestrian,0,0,0,0,2,2,Metro
9293609,115.793677,-32.043515,2016,1650.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9274355,115.766462,-31.976857,2016,1730.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9274367,115.74018899999999,-31.736956,2016,2030.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9284463,115.330949,-31.013025,2016,840.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Northern
9284686,116.170468,-31.885178000000003,2016,820.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9294318,116.25470200000001,-31.866791,2016,200.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9294666,115.774133,-32.079198,2016,2345.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9294739,115.85525200000001,-31.951727,2016,1415.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9285306,115.816558,-31.847933,2016,1515.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9285312,115.75240500000001,-32.030062,2016,1910.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,1,0,0,0,1,Metro
9285779,115.85465500000001,-31.954048999999998,2016,,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9304191,115.77849099999999,-32.050470000000004,2016,1915.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9285961,115.825401,-32.251421,2016,1515.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,1,1,1,Metro
9286153,115.743016,-31.796260999999998,2016,1530.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9286341,115.75251399999999,-31.990071,2016,1905.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9286446,115.86000700000001,-31.872763,2016,,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9276451,115.860739,-31.954793,2016,1200.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9286673,115.893625,-31.969963,2016,1700.0,Intersection,Medical,Right Angle,,0,1,0,0,0,1,Metro
9287388,116.594366,-32.778156,2016,1355.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Southern
9287764,115.86645,-31.950608000000003,2016,1840.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9287844,115.80161499999998,-31.696771000000002,2016,1525.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9288329,115.83351699999999,-31.950553999999997,2016,653.0,Intersection,Fatal,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9288362,119.74264,-23.344168,2016,1810.0,Midblock,Fatal,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Northern
9288954,123.64546200000001,-17.3125,2016,1914.0,Midblock,Fatal,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Northern
9288966,115.75784399999999,-32.070147999999996,2016,1227.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9288976,115.62393200000001,-33.378007000000004,2016,1205.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,1,0,0,0,1,Southern
9269783,121.474851,-30.747234000000002,2016,1800.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Northern
9289302,115.94606100000001,-31.956796,2016,2111.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9289407,115.95816299999998,-32.052147999999995,2016,235.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9289413,115.74646299999999,-32.051774,2016,1515.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9289454,115.729757,-32.527519,2016,1005.0,Intersection,Medical,Right Angle,,0,0,0,0,0,1,Metro
9270502,115.074004,-33.950103000000006,2016,30.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Southern
9270740,115.316032,-33.656959,2016,740.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Southern
9290231,115.82403300000001,-31.945894,2016,1140.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9290659,115.07254499999999,-33.951547999999995,2016,1051.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Southern
9271284,115.796416,-31.800286,2016,1545.0,Intersection,PDO Major,Rear End,,0,0,0,0,2,1,Metro
9271824,115.910871,-31.989376,2016,,Intersection,PDO Minor,Right Angle,,0,0,0,0,1,1,Metro
9271830,115.89660400000001,-31.929498,2016,1800.0,Intersection,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9271836,115.93231200000001,-32.06715,2016,1600.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9291164,115.75927,-32.004837,2016,1100.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9291308,115.75899,-32.44101,2016,1505.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9291434,115.899708,-31.9008,2016,1530.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9300920,116.057185,-31.923109999999998,2016,750.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9272121,115.82098899999998,-31.894978000000002,2016,810.0,Intersection,PDO Major,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9272154,115.343852,-33.663453000000004,2016,530.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Southern
9339546,115.77593,-31.984999,2016,1800.0,Midblock,Fatal,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9339613,115.8987,-32.034295,2016,1422.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9339636,115.756454,-32.063573999999996,2016,1650.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9339668,115.943487,-31.931019,2016,1419.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,1,0,0,0,1,Metro
9339974,116.005626,-30.638873999999998,2016,1530.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Northern
9311141,115.758003,-31.775369,2016,1815.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9320958,115.938419,-32.006716,2016,1520.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9321220,115.745524,-32.052477,2016,855.0,Intersection,PDO Minor,Rear End,,0,0,0,0,2,1,Metro
9340993,116.00383000000001,-31.935411,2016,1245.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9341001,115.95029,-32.010209,2016,1410.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9312442,115.83676499999999,-31.940719,2016,1100.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9312459,115.95021200000001,-32.018978999999995,2016,1522.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9331937,115.738231,-32.285212,2016,1450.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,2,1,Metro
9332184,115.636878,-33.334327,2016,1510.0,Intersection,PDO Major,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Southern
9345762,115.77368899999999,-32.031667999999996,2016,830.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,2,1,Metro
9313605,115.79588500000001,-31.900996999999997,2016,1642.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9313857,115.859043,-31.948956,2016,153.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9323251,115.85268400000001,-31.949446000000002,2016,1151.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9323466,115.856176,-32.046611,2016,1450.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9323493,115.902846,-31.984244,2016,1055.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9323547,115.86876000000001,-31.953043,2016,2110.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9341533,115.97608400000001,-31.766231,2016,1655.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9314306,116.05767900000001,-31.972312,2016,1430.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9314477,115.859748,-31.955757000000002,2016,2108.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9323819,115.944896,-32.026737,2016,2231.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9323913,115.815358,-31.760953999999998,2016,1509.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9324114,115.72008600000001,-31.683128000000004,2016,1520.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9324278,115.960104,-32.029014000000004,2016,1118.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9324299,117.864977,-35.002809,2016,1850.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Southern
9341969,115.719043,-32.53351,2016,1810.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9342227,115.99243200000001,-31.899513,2016,815.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9314959,115.74017099999999,-32.5111,2016,1700.0,Midblock,PDO Minor,,Entering / Leaving Driveway,0,0,0,0,0,1,Metro
9324549,115.75367299999999,-31.982955,2016,1230.0,Midblock,PDO Major,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9324785,115.948885,-32.011424,2016,1400.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9324950,115.81335800000001,-31.845244,2016,1806.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9315491,115.863122,-31.984262,2016,820.0,Midblock,PDO Minor,Right Angle,Entering / Leaving Driveway,1,0,0,0,1,1,Metro
9315799,115.80864,-32.0401,2016,730.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,3,Metro
9315960,115.823929,-31.954015999999996,2016,1645.0,Intersection,Medical,Hit Pedestrian,Involving Parking,0,0,0,0,1,1,Metro
9325191,115.91881299999999,-31.819264,2016,2158.0,Midblock,Fatal,Hit Pedestrian,Involving Pedestrian,0,0,0,0,2,1,Metro
9325237,115.822483,-31.819940000000003,2016,1630.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9325294,115.72321699999999,-32.53265,2016,1534.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9325342,115.864112,-31.955889000000003,2016,1230.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9343332,115.82206799999999,-31.820113,2016,745.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9316130,115.86839199999999,-31.991666,2016,715.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9316243,115.972154,-32.04514,2016,750.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,2,Metro
9316325,115.875239,-32.033742,2016,820.0,Midblock,PDO Minor,Sideswipe Same Dirn,Entering / Leaving Driveway,1,0,0,0,1,1,Metro
9316478,116.207531,-31.870078999999997,2016,915.0,Midblock,PDO Major,Hit Object,,0,0,0,0,1,1,Metro
9325730,115.93018400000001,-32.015852,2016,1640.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9325871,118.47808300000001,-28.044655,2016,2130.0,Midblock,Fatal,Hit Pedestrian,Involving Pedestrian,0,0,1,0,0,1,Northern
9335310,115.93678100000001,-32.020306,2016,225.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9316823,115.804207,-31.947696999999998,2016,550.0,Intersection,Medical,Right Turn Thru,,0,0,0,0,2,1,Metro
9326314,115.968827,-31.899321999999998,2016,1850.0,Intersection,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,1,0,1,Metro
9326365,121.23795,-30.889109,2016,540.0,Midblock,PDO Major,Non Collision,,0,0,0,0,1,1,Northern
9326523,116.12116200000001,-30.816656,2016,1505.0,Midblock,Hospital,Non Collision,,0,0,1,0,0,1,Northern
9317041,115.96958000000001,-32.207025,2016,1630.0,Intersection,Medical,Rear End,,0,0,0,0,2,1,Metro
9317064,117.899679,-35.009296,2016,2000.0,Intersection,PDO Minor,Right Angle,,0,0,0,1,0,1,Southern
9326893,115.83466999999999,-31.850937,2016,845.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9326931,115.74631200000002,-32.054229,2016,1215.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9327006,116.15988,-33.352191,2016,1205.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Southern
9327364,115.94783500000001,-31.964166,2016,1625.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9336571,115.74606000000001,-32.053636,2016,1215.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9327605,115.82993700000002,-31.844716,2016,1555.0,Intersection,Hospital,Right Angle,,0,0,0,0,2,1,Metro
9327741,115.809772,-32.151169,2016,220.0,Midblock,PDO Minor,Hit Object,,0,0,0,0,1,1,Metro
9327967,115.814532,-31.981841999999997,2016,1330.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9328010,115.808765,-32.308710999999995,2016,1540.0,Intersection,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9337051,115.859324,-31.949088,2016,15.0,Intersection,PDO Minor,Rear End,,0,0,0,0,2,1,Metro
9318600,115.723525,-31.676482,2016,1530.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9328102,115.856176,-32.046611,2016,1440.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9328195,115.853793,-31.832951,2016,1531.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,2,Metro
9328227,117.67474299999999,-35.019257,2016,1600.0,Midblock,Hospital,Hit Object,,0,0,0,0,1,1,Southern
9328537,115.847425,-31.945337,2016,845.0,Intersection,Medical,Rear End,,0,0,0,0,2,1,Metro
9328675,115.77977800000001,-32.110444,2016,1805.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,1,0,1,Metro
9328743,115.856495,-31.954689000000002,2016,723.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9328866,115.736824,-32.282303999999996,2016,1430.0,Midblock,PDO Minor,Right Angle,Entering / Leaving Driveway,1,0,0,0,1,1,Metro
9328910,115.63444799999999,-33.374621000000005,2016,1515.0,Intersection,PDO Minor,Hit Object,,0,0,0,1,0,1,Southern
9329160,115.83341999999999,-31.940714,2016,900.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9329186,115.634156,-33.321083,2016,700.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Southern
9338823,115.76550900000001,-32.040960999999996,2016,945.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9339234,115.821573,-32.078097,2016,1045.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
9320460,115.76588000000001,-31.910769000000002,2016,1815.0,Midblock,PDO Major,Rear End,Involving Animal,0,0,0,0,2,1,Metro
9367645,115.786308,-32.03587,2016,1630.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
